Sample,Species,exp_16s,cov1_cm,cov2_tp
smp_2,Gluconobacter_cerinus,0,M,2
smp_2,Gordonibacter_pamelaeae,0,M,2
smp_2,Gymnodinium_aureolum,0,M,2
smp_2,Haemophilus_parahaemolyticus,0,M,2
smp_2,Haemophilus_sputorum,0,M,2
smp_2,Holdemania_filiformis,0,M,2
smp_2,Ihubacter_massiliensis,0,M,2
smp_2,Ileibacterium_valens,0,M,2
smp_2,Intestinimonas_butyriciproducens,2.595,M,2
smp_2,Intestinimonas_sp.,0,M,2
smp_2,Joostella_marina,0,M,2
smp_2,Lachnoclostridium_phocaeense,0,M,2
smp_2,Lachnospiraceae_bacterium,0,M,2
smp_2,Lactobacillus_delbrueckii,0,M,2
smp_2,Lactobacillus_mucosae,0,M,2
smp_2,Lactobacillus_vaginalis,0,M,2
smp_2,Leptotrichia_sp.,0,M,2
smp_2,Massiliomicrobiota_timonensis,0.901,M,2
smp_2,Megasphaera_micronuciformis,0,M,2
smp_2,Micromonas_commoda,0,M,2
smp_2,Mobiluncus_curtisii,0,M,2
smp_2,Monocercomonoides_sp.,0,M,2
smp_2,Mordavella_sp.,0,M,2
smp_2,Murdochiella_asaccharolytica,0,M,2
smp_2,Murdochiella_vaginalis,0,M,2
smp_2,Myrothecium_gramineum,0,M,2
smp_2,Myrothecium_sp.,0,M,2
smp_2,Negativicoccus_succinicivorans,0,M,2
smp_2,Nephroselmis_pyriformis,0,M,2
smp_2,Odoribacter_laneus,0,M,2
smp_2,Odoribacter_splanchnicus,0,M,2
smp_2,Oryza_sativa,0,M,2
smp_2,Oxalobacter_formigenes,0,M,2
smp_2,Parabacteroides_goldsteinii,0,M,2
smp_2,Parabacteroides_johnsonii,0,M,2
smp_2,Parabacteroides_merdae,0,M,2
smp_2,Paraphaeosphaeria_neglecta,0,M,2
smp_2,Paraprevotella_xylaniphila,0,M,2
smp_2,Parasutterella_excrementihominis,0,M,2
smp_2,Peptococcus_niger,0,M,2
smp_2,Peptoniphilus_coxii,0,M,2
smp_2,Peptoniphilus_lacrimalis,0,M,2
smp_2,Peptoniphilus_timonensis,0,M,2
smp_2,Peptoniphilus_urinimassiliensis,0,M,2
smp_2,Peptostreptococcus_anaerobius,0,M,2
smp_2,Phalacroma_mitra,0,M,2
smp_2,Polycyclovorans_algicola,0,M,2
smp_2,Porphyromonas_asaccharolytica,0,M,2
smp_2,Porphyromonas_bennonis,0,M,2
smp_2,Porphyromonas_gingivalis,0,M,2
smp_2,Porphyromonas_somerae,0,M,2
smp_2,Prevotella_bergensis,0,M,2
smp_2,Prevotella_bivia,0,M,2
smp_2,Prevotella_buccae,0,M,2
smp_2,Prevotella_buccalis,0,M,2
smp_2,Prevotella_colorans,0,M,2
smp_2,Prevotella_copri,0,M,2
smp_2,Prevotella_denticola,0,M,2
smp_2,Prevotella_disiens,0,M,2
smp_2,Prevotella_histicola,0,M,2
smp_2,Prevotella_melaninogenica,0,M,2
smp_2,Prevotella_oralis,0,M,2
smp_2,Prevotella_shahii,0,M,2
smp_2,Prevotella_stercorea,0,M,2
smp_2,Prevotella_timonensis,0,M,2
smp_2,Prevotellaceae_bacterium,0,M,2
smp_2,Pseudaeromonas_sharmana,0,M,2
smp_2,Pyramidobacter_piscolens,0,M,2
smp_2,Rikenella_microfusus,0,M,2
smp_2,Rikenella_sp.,0,M,2
smp_2,Robinsoniella_peoriensis,0,M,2
smp_2,Roseburia_intestinalis,0.293,M,2
smp_2,Ruminococcaceae_bacterium,0,M,2
smp_2,Ruminococcus_bicirculans,0,M,2
smp_2,Ruminococcus_champanellensis,0,M,2
smp_2,Ruminococcus_lactaris,1.332,M,2
smp_2,Ruminococcus_sp.,0,M,2
smp_2,Sanguibacteroides_justesenii,0,M,2
smp_2,Scapharca_broughtonii,0,M,2
smp_2,Scardovia_wiggsiae,0,M,2
smp_2,Sellimonas_intestinalis,0,M,2
smp_2,Sneathia_amnii,0,M,2
smp_2,Spirochaeta_perfilievii,0,M,2
smp_2,Spirochaeta_psychrophila,0,M,2
smp_2,Streptococcus_agalactiae,0,M,2
smp_2,Streptococcus_mutans,0,M,2
smp_2,Streptococcus_salivarius,0,M,2
smp_2,Streptococcus_sobrinus,0,M,2
smp_2,Strombidium_paracapitatum,0,M,2
smp_2,Succinatimonas_hippei,0,M,2
smp_2,Sutterella_sp.,0,M,2
smp_2,Sutterella_wadsworthensis,0,M,2
smp_2,Tannerella_forsythia,0,M,2
smp_2,Tausonia_sp.,0,M,2
smp_2,Veillonella_magna,0,M,2
smp_2,Weissella_diestrammenae,0,M,2
smp_2,[Clostridium]_aldenense,0,M,2
smp_2,[Clostridium]_colinum,0,M,2
smp_2,[Clostridium]_glycyrrhizinilyticum,0.915,M,2
smp_2,[Clostridium]_hylemonae,0,M,2
smp_2,[Clostridium]_leptum,1.091,M,2
smp_2,[Clostridium]_scindens,0,M,2
smp_2,[Clostridium]_spiroforme,5.567,M,2
smp_3,Absiella_argi,0,C,2
smp_3,Absiella_dolichum,0,C,2
smp_3,Acinetobacter_sp.,0,C,2
smp_3,Acinetobacter_ursingii,0,C,2
smp_3,Actinomyces_graevenitzii,0,C,2
smp_3,Actinotignum_schaalii,0,C,2
smp_3,Akkermansia_muciniphila,0,C,2
smp_3,Alistipes_finegoldii,1.228,C,2
smp_3,Alistipes_indistinctus,0,C,2
smp_3,Alistipes_inops,0,C,2
smp_3,Alistipes_obesi,0,C,2
smp_3,Alistipes_sp.,0,C,2
smp_3,Anaerococcus_hydrogenalis,0,C,2
smp_3,Anaerococcus_vaginalis,0,C,2
smp_3,Anaerofustis_stercorihominis,0,C,2
smp_3,Anaeroglobus_geminatus,0,C,2
smp_3,Anaerostipes_caccae,0,C,2
smp_3,Anaerostipes_rhamnosivorans,0,C,2
smp_3,Anaerotruncus_sp.,0,C,2
smp_3,Atopobium_vaginae,0,C,2
smp_3,bacterium_YE57,0,C,2
smp_3,Bacteroidaceae_bacterium,0,C,2
smp_3,Bacteroides_barnesiae,0,C,2
smp_3,Bacteroides_caecigallinarum,0,C,2
smp_3,Bacteroides_clarus,0,C,2
smp_3,Bacteroides_coprocola,1.01,C,2
smp_3,Bacteroides_coprophilus,0,C,2
smp_3,Bacteroides_eggerthii,0,C,2
smp_3,Bacteroides_finegoldii,0,C,2
smp_3,Bacteroides_massiliensis,0,C,2
smp_3,Bacteroides_sartorii,0,C,2
smp_3,Bacteroides_sp.,0,C,2
smp_3,Bacteroides_stercoris,0,C,2
smp_3,Bacteroides_vulgatus,0,C,2
smp_3,Barnesiella_viscericola,6.65,C,2
smp_3,Bifidobacterium_animalis,0,C,2
smp_3,Bifidobacterium_bifidum,0,C,2
smp_3,Bifidobacterium_pullorum,0,C,2
smp_3,Blautia_caecimuris,0,C,2
smp_3,Blautia_faecis,0.289,C,2
smp_3,Blautia_hydrogenotrophica,0,C,2
smp_3,Blautia_sp.,0,C,2
smp_3,Blautia_stercoris,0,C,2
smp_3,Brachyspira_aalborgi,0,C,2
smp_3,Burkholderia_sp.,0,C,2
smp_3,Butyricicoccus_pullicaecorum,0,C,2
smp_3,Butyrivibrio_crossotus,0,C,2
smp_3,Campylobacter_concisus,0,C,2
smp_3,Campylobacter_gracilis,0,C,2
smp_3,Campylobacter_hominis,0,C,2
smp_3,Campylobacter_ureolyticus,0,C,2
smp_3,Candidatus_Babela,0,C,2
smp_3,Candidatus_Fonsibacter,0,C,2
smp_3,Candidatus_Nanopelagicus,0,C,2
smp_3,Candidatus_Stoquefichus,0,C,2
smp_3,Catenibacillus_scindens,0,C,2
smp_3,Christensenella_minuta,0,C,2
smp_3,Chryseobacterium_chaponense,0,C,2
smp_3,Cladosporium_iridis,0,C,2
smp_3,Cloacibacillus_evryensis,0,C,2
smp_3,Clostridiaceae_bacterium,0,C,2
smp_3,Clostridiales_bacterium,0,C,2
smp_3,Clostridium_butyricum,0,C,2
smp_3,Clostridium_paraputrificum,0,C,2
smp_3,Clostridium_perfringens,0,C,2
smp_3,Clostridium_tertium,0,C,2
smp_3,Colletotrichum_nicotianae,6.427,C,2
smp_3,Collinsella_sp.,0,C,2
smp_3,Collinsella_stercoris,0,C,2
smp_3,Collinsella_tanakaei,0,C,2
smp_3,Coprobacter_secundus,0,C,2
smp_3,Coprococcus_eutactus,0,C,2
smp_3,Corynebacterium_argentoratense,0,C,2
smp_3,Corynebacterium_aurimucosum,0,C,2
smp_3,Corynebacterium_durum,0,C,2
smp_3,Daucus_carota,0,C,2
smp_3,Desulfovibrio_ferrireducens,0,C,2
smp_3,Desulfovibrio_piger,0,C,2
smp_3,Desulfovibrio_sp.,1.597,C,2
smp_3,Dielma_sp.,0,C,2
smp_3,Eggerthella_sinensis,0,C,2
smp_3,Empedobacter_brevis,0,C,2
smp_3,Eubacteriaceae_bacterium,0,C,2
smp_3,Eubacterium_limosum,0,C,2
smp_3,Eubacterium_ramulus,0,C,2
smp_3,Eubacterium_saphenum,0,C,2
smp_3,Eubacterium_sp.,0,C,2
smp_3,Extibacter_muris,0,C,2
smp_3,Ezakiella_peruensis,0,C,2
smp_3,Faecalicatena_fissicatena,0,C,2
smp_3,Faecalicoccus_pleomorphus,0,C,2
smp_3,Faecalitalea_cylindroides,0,C,2
smp_3,Filimonas_sp.,0,C,2
smp_3,Flavonifractor_plautii,0,C,2
smp_3,Fusobacterium_mortiferum,0,C,2
smp_3,Fusobacterium_necrophorum,0,C,2
smp_3,Gabonibacter_massiliensis,0,C,2
smp_3,Gluconobacter_cerinus,0,C,2
smp_3,Gordonibacter_pamelaeae,0,C,2
smp_3,Gymnodinium_aureolum,0,C,2
smp_3,Haemophilus_parahaemolyticus,0,C,2
smp_3,Haemophilus_sputorum,0,C,2
smp_3,Holdemania_filiformis,0,C,2
smp_3,Ihubacter_massiliensis,0,C,2
smp_3,Ileibacterium_valens,0,C,2
smp_3,Intestinimonas_butyriciproducens,0,C,2
smp_3,Intestinimonas_sp.,0,C,2
smp_3,Joostella_marina,0,C,2
smp_3,Lachnoclostridium_phocaeense,0,C,2
smp_3,Lachnospiraceae_bacterium,0.734,C,2
smp_3,Lactobacillus_delbrueckii,0,C,2
smp_3,Lactobacillus_mucosae,0,C,2
smp_3,Lactobacillus_vaginalis,0,C,2
smp_3,Leptotrichia_sp.,0,C,2
smp_3,Massiliomicrobiota_timonensis,0,C,2
smp_3,Megasphaera_micronuciformis,0,C,2
smp_3,Micromonas_commoda,0,C,2
smp_3,Mobiluncus_curtisii,0,C,2
smp_3,Monocercomonoides_sp.,0,C,2
smp_3,Mordavella_sp.,0,C,2
smp_3,Murdochiella_asaccharolytica,0,C,2
smp_3,Murdochiella_vaginalis,0,C,2
smp_3,Myrothecium_gramineum,0,C,2
smp_3,Myrothecium_sp.,0,C,2
smp_3,Negativicoccus_succinicivorans,0,C,2
smp_3,Nephroselmis_pyriformis,0,C,2
smp_3,Odoribacter_laneus,0,C,2
smp_3,Odoribacter_splanchnicus,0,C,2
smp_3,Oryza_sativa,0,C,2
smp_3,Oxalobacter_formigenes,0,C,2
smp_3,Parabacteroides_goldsteinii,0,C,2
smp_3,Parabacteroides_johnsonii,0,C,2
smp_3,Parabacteroides_merdae,0,C,2
smp_3,Paraphaeosphaeria_neglecta,0,C,2
smp_3,Paraprevotella_xylaniphila,0,C,2
smp_3,Parasutterella_excrementihominis,0,C,2
smp_3,Peptococcus_niger,0,C,2
smp_3,Peptoniphilus_coxii,0,C,2
smp_3,Peptoniphilus_lacrimalis,0,C,2
smp_3,Peptoniphilus_timonensis,0,C,2
smp_3,Peptoniphilus_urinimassiliensis,0,C,2
smp_3,Peptostreptococcus_anaerobius,0,C,2
smp_3,Phalacroma_mitra,0,C,2
smp_3,Polycyclovorans_algicola,0,C,2
smp_3,Porphyromonas_asaccharolytica,0,C,2
smp_3,Porphyromonas_bennonis,0,C,2
smp_3,Porphyromonas_gingivalis,0,C,2
smp_3,Porphyromonas_somerae,0,C,2
smp_3,Prevotella_bergensis,0,C,2
smp_3,Prevotella_bivia,0,C,2
smp_3,Prevotella_buccae,0,C,2
smp_3,Prevotella_buccalis,0,C,2
smp_3,Prevotella_colorans,0,C,2
smp_3,Prevotella_copri,0,C,2
smp_3,Prevotella_denticola,0,C,2
smp_3,Prevotella_disiens,0,C,2
smp_3,Prevotella_histicola,0,C,2
smp_3,Prevotella_melaninogenica,0,C,2
smp_3,Prevotella_oralis,0,C,2
smp_3,Prevotella_shahii,0,C,2
smp_3,Prevotella_stercorea,0,C,2
smp_3,Prevotella_timonensis,0,C,2
smp_3,Prevotellaceae_bacterium,0,C,2
smp_3,Pseudaeromonas_sharmana,0,C,2
smp_3,Pyramidobacter_piscolens,0,C,2
smp_3,Rikenella_microfusus,0,C,2
smp_3,Rikenella_sp.,0,C,2
smp_3,Robinsoniella_peoriensis,0,C,2
smp_3,Roseburia_intestinalis,0,C,2
smp_3,Ruminococcaceae_bacterium,0,C,2
smp_3,Ruminococcus_bicirculans,0.378,C,2
smp_3,Ruminococcus_champanellensis,0,C,2
smp_3,Ruminococcus_lactaris,0,C,2
smp_3,Ruminococcus_sp.,0,C,2
smp_3,Sanguibacteroides_justesenii,0,C,2
smp_3,Scapharca_broughtonii,0,C,2
smp_3,Scardovia_wiggsiae,0,C,2
smp_3,Sellimonas_intestinalis,0,C,2
smp_3,Sneathia_amnii,0,C,2
smp_3,Spirochaeta_perfilievii,0,C,2
smp_3,Spirochaeta_psychrophila,0,C,2
smp_3,Streptococcus_agalactiae,0,C,2
smp_3,Streptococcus_mutans,0,C,2
smp_3,Streptococcus_salivarius,0,C,2
smp_3,Streptococcus_sobrinus,0,C,2
smp_3,Strombidium_paracapitatum,0,C,2
smp_3,Succinatimonas_hippei,0,C,2
smp_3,Sutterella_sp.,0,C,2
smp_3,Sutterella_wadsworthensis,0,C,2
smp_3,Tannerella_forsythia,0,C,2
smp_3,Tausonia_sp.,0,C,2
smp_3,Veillonella_magna,0,C,2
smp_3,Weissella_diestrammenae,0,C,2
smp_3,[Clostridium]_aldenense,0,C,2
smp_3,[Clostridium]_colinum,0,C,2
smp_3,[Clostridium]_glycyrrhizinilyticum,0,C,2
smp_3,[Clostridium]_hylemonae,0,C,2
smp_3,[Clostridium]_leptum,0,C,2
smp_3,[Clostridium]_scindens,0,C,2
smp_3,[Clostridium]_spiroforme,0,C,2
smp_4,Absiella_argi,0,C,5
smp_4,Absiella_dolichum,0,C,5
smp_4,Acinetobacter_sp.,0,C,5
smp_4,Acinetobacter_ursingii,0,C,5
smp_4,Actinomyces_graevenitzii,0,C,5
smp_4,Actinotignum_schaalii,0,C,5
smp_4,Akkermansia_muciniphila,0,C,5
smp_4,Alistipes_finegoldii,1.681,C,5
smp_4,Alistipes_indistinctus,0,C,5
smp_4,Alistipes_inops,0,C,5
smp_4,Alistipes_obesi,1.253,C,5
smp_4,Alistipes_sp.,0,C,5
smp_4,Anaerococcus_hydrogenalis,0,C,5
smp_4,Anaerococcus_vaginalis,0,C,5
smp_4,Anaerofustis_stercorihominis,0,C,5
smp_4,Anaeroglobus_geminatus,0,C,5
smp_4,Anaerostipes_caccae,0,C,5
smp_4,Anaerostipes_rhamnosivorans,0,C,5
smp_4,Anaerotruncus_sp.,0,C,5
smp_4,Atopobium_vaginae,0,C,5
smp_4,bacterium_YE57,0,C,5
smp_4,Bacteroidaceae_bacterium,0,C,5
smp_4,Bacteroides_barnesiae,0,C,5
smp_4,Bacteroides_caecigallinarum,0,C,5
smp_4,Bacteroides_clarus,0,C,5
smp_4,Bacteroides_coprocola,0,C,5
smp_4,Bacteroides_coprophilus,0,C,5
smp_4,Bacteroides_eggerthii,0,C,5
smp_4,Bacteroides_finegoldii,4.626,C,5
smp_4,Bacteroides_massiliensis,0,C,5
smp_4,Bacteroides_sartorii,0,C,5
smp_4,Bacteroides_sp.,0,C,5
smp_4,Bacteroides_stercoris,0.657,C,5
smp_4,Bacteroides_vulgatus,0,C,5
smp_4,Barnesiella_viscericola,0,C,5
smp_4,Bifidobacterium_animalis,0,C,5
smp_4,Bifidobacterium_bifidum,0,C,5
smp_4,Bifidobacterium_pullorum,0,C,5
smp_4,Blautia_caecimuris,0,C,5
smp_4,Blautia_faecis,0.296,C,5
smp_4,Blautia_hydrogenotrophica,0,C,5
smp_4,Blautia_sp.,0,C,5
smp_4,Blautia_stercoris,0,C,5
smp_4,Brachyspira_aalborgi,0,C,5
smp_4,Burkholderia_sp.,0,C,5
smp_4,Butyricicoccus_pullicaecorum,0,C,5
smp_4,Butyrivibrio_crossotus,0,C,5
smp_4,Campylobacter_concisus,0,C,5
smp_4,Campylobacter_gracilis,0,C,5
smp_4,Campylobacter_hominis,0,C,5
smp_4,Campylobacter_ureolyticus,0,C,5
smp_4,Candidatus_Babela,0,C,5
smp_4,Candidatus_Fonsibacter,0,C,5
smp_4,Candidatus_Nanopelagicus,0,C,5
smp_4,Candidatus_Stoquefichus,0,C,5
smp_4,Catenibacillus_scindens,0,C,5
smp_4,Christensenella_minuta,0,C,5
smp_4,Chryseobacterium_chaponense,0,C,5
smp_4,Cladosporium_iridis,0,C,5
smp_4,Cloacibacillus_evryensis,0,C,5
smp_4,Clostridiaceae_bacterium,0,C,5
smp_4,Clostridiales_bacterium,0,C,5
smp_4,Clostridium_butyricum,0,C,5
smp_4,Clostridium_paraputrificum,0,C,5
smp_4,Clostridium_perfringens,0,C,5
smp_4,Clostridium_tertium,0,C,5
smp_4,Colletotrichum_nicotianae,0,C,5
smp_4,Collinsella_sp.,0,C,5
smp_4,Collinsella_stercoris,0,C,5
smp_4,Collinsella_tanakaei,0,C,5
smp_4,Coprobacter_secundus,0,C,5
smp_4,Coprococcus_eutactus,0,C,5
smp_4,Corynebacterium_argentoratense,0,C,5
smp_4,Corynebacterium_aurimucosum,0,C,5
smp_4,Corynebacterium_durum,0,C,5
smp_4,Daucus_carota,0,C,5
smp_4,Desulfovibrio_ferrireducens,0,C,5
smp_4,Desulfovibrio_piger,0,C,5
smp_4,Desulfovibrio_sp.,0,C,5
smp_4,Dielma_sp.,0,C,5
smp_4,Eggerthella_sinensis,0,C,5
smp_4,Empedobacter_brevis,0,C,5
smp_4,Eubacteriaceae_bacterium,0,C,5
smp_4,Eubacterium_limosum,0,C,5
smp_4,Eubacterium_ramulus,0,C,5
smp_4,Eubacterium_saphenum,0,C,5
smp_4,Eubacterium_sp.,0,C,5
smp_4,Extibacter_muris,0,C,5
smp_4,Ezakiella_peruensis,0,C,5
smp_4,Faecalicatena_fissicatena,0,C,5
smp_4,Faecalicoccus_pleomorphus,0,C,5
smp_4,Faecalitalea_cylindroides,0,C,5
smp_4,Filimonas_sp.,0,C,5
smp_4,Flavonifractor_plautii,0,C,5
smp_4,Fusobacterium_mortiferum,0,C,5
smp_4,Fusobacterium_necrophorum,0,C,5
smp_4,Gabonibacter_massiliensis,0,C,5
smp_4,Gluconobacter_cerinus,0,C,5
smp_4,Gordonibacter_pamelaeae,0,C,5
smp_4,Gymnodinium_aureolum,0,C,5
smp_4,Haemophilus_parahaemolyticus,0,C,5
smp_4,Haemophilus_sputorum,0,C,5
smp_4,Holdemania_filiformis,0.888,C,5
smp_4,Ihubacter_massiliensis,0,C,5
smp_4,Ileibacterium_valens,0,C,5
smp_4,Intestinimonas_butyriciproducens,0,C,5
smp_4,Intestinimonas_sp.,0,C,5
smp_4,Joostella_marina,0,C,5
smp_4,Lachnoclostridium_phocaeense,0,C,5
smp_4,Lachnospiraceae_bacterium,0.828,C,5
smp_4,Lactobacillus_delbrueckii,0,C,5
smp_4,Lactobacillus_mucosae,0,C,5
smp_4,Lactobacillus_vaginalis,0,C,5
smp_4,Leptotrichia_sp.,0,C,5
smp_4,Massiliomicrobiota_timonensis,0,C,5
smp_4,Megasphaera_micronuciformis,0,C,5
smp_4,Micromonas_commoda,0,C,5
smp_4,Mobiluncus_curtisii,0,C,5
smp_4,Monocercomonoides_sp.,0,C,5
smp_4,Mordavella_sp.,0,C,5
smp_4,Murdochiella_asaccharolytica,0,C,5
smp_4,Murdochiella_vaginalis,0,C,5
smp_4,Myrothecium_gramineum,0,C,5
smp_4,Myrothecium_sp.,0,C,5
smp_4,Negativicoccus_succinicivorans,0,C,5
smp_4,Nephroselmis_pyriformis,0,C,5
smp_4,Odoribacter_laneus,0,C,5
smp_4,Odoribacter_splanchnicus,0.821,C,5
smp_4,Oryza_sativa,0,C,5
smp_4,Oxalobacter_formigenes,0,C,5
smp_4,Parabacteroides_goldsteinii,0,C,5
smp_4,Parabacteroides_johnsonii,1.876,C,5
smp_4,Parabacteroides_merdae,0,C,5
smp_4,Paraphaeosphaeria_neglecta,0,C,5
smp_4,Paraprevotella_xylaniphila,0,C,5
smp_4,Parasutterella_excrementihominis,0,C,5
smp_4,Peptococcus_niger,0,C,5
smp_4,Peptoniphilus_coxii,0,C,5
smp_4,Peptoniphilus_lacrimalis,0,C,5
smp_4,Peptoniphilus_timonensis,0,C,5
smp_4,Peptoniphilus_urinimassiliensis,0,C,5
smp_4,Peptostreptococcus_anaerobius,0,C,5
smp_4,Phalacroma_mitra,0,C,5
smp_4,Polycyclovorans_algicola,0,C,5
smp_4,Porphyromonas_asaccharolytica,0,C,5
smp_4,Porphyromonas_bennonis,0,C,5
smp_4,Porphyromonas_gingivalis,0,C,5
smp_4,Porphyromonas_somerae,0,C,5
smp_4,Prevotella_bergensis,0,C,5
smp_4,Prevotella_bivia,0,C,5
smp_4,Prevotella_buccae,0,C,5
smp_4,Prevotella_buccalis,0,C,5
smp_4,Prevotella_colorans,0,C,5
smp_4,Prevotella_copri,0,C,5
smp_4,Prevotella_denticola,0,C,5
smp_4,Prevotella_disiens,0,C,5
smp_4,Prevotella_histicola,0,C,5
smp_4,Prevotella_melaninogenica,0,C,5
smp_4,Prevotella_oralis,0,C,5
smp_4,Prevotella_shahii,0,C,5
smp_4,Prevotella_stercorea,0,C,5
smp_4,Prevotella_timonensis,0,C,5
smp_4,Prevotellaceae_bacterium,0,C,5
smp_4,Pseudaeromonas_sharmana,0,C,5
smp_4,Pyramidobacter_piscolens,0,C,5
smp_4,Rikenella_microfusus,0,C,5
smp_4,Rikenella_sp.,0,C,5
smp_4,Robinsoniella_peoriensis,0,C,5
smp_4,Roseburia_intestinalis,0.865,C,5
smp_4,Ruminococcaceae_bacterium,0,C,5
smp_4,Ruminococcus_bicirculans,0.479,C,5
smp_4,Ruminococcus_champanellensis,0,C,5
smp_4,Ruminococcus_lactaris,0.738,C,5
smp_4,Ruminococcus_sp.,0,C,5
smp_4,Sanguibacteroides_justesenii,0,C,5
smp_4,Scapharca_broughtonii,0,C,5
smp_4,Scardovia_wiggsiae,0,C,5
smp_4,Sellimonas_intestinalis,0,C,5
smp_4,Sneathia_amnii,0,C,5
smp_4,Spirochaeta_perfilievii,0,C,5
smp_4,Spirochaeta_psychrophila,0,C,5
smp_4,Streptococcus_agalactiae,0,C,5
smp_4,Streptococcus_mutans,0,C,5
smp_4,Streptococcus_salivarius,0,C,5
smp_4,Streptococcus_sobrinus,0,C,5
smp_4,Strombidium_paracapitatum,0,C,5
smp_4,Succinatimonas_hippei,0,C,5
smp_4,Sutterella_sp.,0,C,5
smp_4,Sutterella_wadsworthensis,0,C,5
smp_4,Tannerella_forsythia,0,C,5
smp_4,Tausonia_sp.,0,C,5
smp_4,Veillonella_magna,0,C,5
smp_4,Weissella_diestrammenae,0,C,5
smp_4,[Clostridium]_aldenense,0,C,5
smp_4,[Clostridium]_colinum,0,C,5
smp_4,[Clostridium]_glycyrrhizinilyticum,0,C,5
smp_4,[Clostridium]_hylemonae,0,C,5
